OBJECTID,ZO_ZONE,ZO_ORDINANCE,ZO_SPEC_CODE,ZO_PROJ_NUM,ZO_UPDATE_NUM,ZO_ZONE_DATE,ZO_ZONE_ORD,ZO_UPD_DATE,agstype,SHAPE_Length,SHAPE_Area,ZO_MAINT_TASK_ID,ZO_GIS_START_DATE,ZO_GIS_END_DATE
417,PDH4,1993 R,,ZMAP-2005-0016, ,2006-07-18T00:00:00.000Z,PDH4  1993,2012-04-16T00:00:00.000Z,PDH4,4734.65721245183,1212328.7879962, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
418,PDH4,1993 R,,ZMAP-1987-0032, ,1989-08-01T00:00:00.000Z,PDH4  1993,2012-04-16T00:00:00.000Z,PDH4,7095.83500849349,2171805.94149079, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
419,PDH4,1993 R,NV,ZMAP-2013-0012, ,2014-12-10T00:00:00.000Z,PDH4 R1993,2014-12-30T00:00:00.000Z,PDH4,3917.4294587854,805886.278858532, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
420,PDH4,1993 R,,ZMAP-1995-0003, ,1995-09-06T00:00:00.000Z,PDH4  1993,2012-04-16T00:00:00.000Z,PDH4,8535.65948980789,2348523.12542626, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
421,PDH4,1993 R,,ZMAP-1995-0003, ,1995-09-06T00:00:00.000Z,PDH4  1993,2012-04-16T00:00:00.000Z,PDH4,4077.58833219792,874152.512473686, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
422,PDH4,1993 R,,ZMAP-1995-0003, ,1995-09-06T00:00:00.000Z,PDH4  1993,2012-04-16T00:00:00.000Z,PDH4,828.06602450924,9278.6842764183, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
423,PDH4,1993 R,NV,ZMAP-1998-0001, ,1999-02-17T00:00:00.000Z,PDH4  1993,2012-04-16T00:00:00.000Z,PDH4,3596.19195002618,458745.559617798, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
424,PDH4,1993 R,,ZMAP-2003-0018, ,2005-04-19T00:00:00.000Z,PDH4  1993,2012-04-16T00:00:00.000Z,PDH4,6395.89457022161,2343854.06655214, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
425,PDH4,1993 R,,ZMAP-2002-0004, ,2003-05-19T00:00:00.000Z,PDH4  1993,2012-04-16T00:00:00.000Z,PDH4,3087.92940856725,576917.301787353, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
426,PDH4,1993 R,NV,ZMAP-2002-0011, ,2004-04-06T00:00:00.000Z,PDH4  1993,2012-04-16T00:00:00.000Z,PDH4,33796.7197953745,37987547.5771037, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
427,PDH4,1993 R,,ZMAP-2003-0007, ,2004-11-01T00:00:00.000Z,PDH4  1993,2012-04-16T00:00:00.000Z,PDH4,5687.14594108629,1851891.12718628, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
428,PDH4,1993 R,,ZMAP-2003-0014, ,2005-06-07T00:00:00.000Z,PDH4  1993,2012-04-16T00:00:00.000Z,PDH4,5745.74050993127,1700938.5428017, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
429,PDH4,1993 R,NV,ZMAP-1986-0013, ,1987-09-21T00:00:00.000Z,PDH4  1993,2012-04-16T00:00:00.000Z,PDH4,545.617480273535,4092.65964985507, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
430,PDH4,1993 R,NV,ZMAP-1986-0013, ,1987-09-21T00:00:00.000Z,PDH4  1993,2012-04-16T00:00:00.000Z,PDH4,7351.92008630192,359154.964144436, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
431,PDH4,1993 R,,ZMAP-2002-0020, ,2004-04-06T00:00:00.000Z,PDH4  1993,2012-04-16T00:00:00.000Z,PDH4,7352.23405274579,2329014.77563846, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
432,PDH4,1993 R,,ZMAP-1995-0012,Z2000-0056,1996-09-18T00:00:00.000Z,PDH4  1993,2012-04-16T00:00:00.000Z,PDH4,2104.78514448345,204000.193046357, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
433,PDH4,1993 R,,ZMAP-1999-0016, ,2001-03-05T00:00:00.000Z,PDH4  1993,2012-04-16T00:00:00.000Z,PDH4,8435.59880688062,3583218.35872372, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
434,PDH4,1993 R,, , ,1900-01-01T00:00:00.000Z,PDH4  1993,2012-04-16T00:00:00.000Z,PDH4,1214.499567311,81870.0558921796, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
435,PDH4,1993 R,,ZMAP-1995-0012,Z2000-0056,1996-09-18T00:00:00.000Z,PDH4  1993,2012-04-16T00:00:00.000Z,PDH4,3757.4422658897,458735.61112652, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
436,PDH4,1993 R,,ZMAP-2000-0008, ,2003-07-21T00:00:00.000Z,PDH4  1993,2012-04-16T00:00:00.000Z,PDH4,4509.70597366704,1122610.74646337, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
437,PDH4,1993 R,, , ,1900-01-01T00:00:00.000Z,PDH4  1993,2012-04-16T00:00:00.000Z,PDH4,1393.56382738564,79333.6325827496, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
438,PDH4,1993 R,,ZMAP-1989-0035, ,1991-08-06T00:00:00.000Z,PDH4  1993,2012-04-16T00:00:00.000Z,PDH4,8496.26501225409,2583948.62535496, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
439,PDH4,1993 R,,ZMAP-1995-0003, ,1995-09-06T00:00:00.000Z,PDH4  1993,2012-04-16T00:00:00.000Z,PDH4,25017.7551444655,23188027.51061, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
440,PDH4,1993 R,,ZMAP-1988-0027, ,1990-02-20T00:00:00.000Z,PDH4  1993,2015-05-21T00:00:00.000Z,PDH4,18598.8955050902,10503823.0012896, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
441,PDH4,1993 R,NV,ZMAP-2004-0024,0,2007-10-16T00:00:00.000Z,PDH4  1993,2012-04-16T00:00:00.000Z,PDH4,9921.47375311282,3416234.8977238, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
442,PDH4,1993 R,,ZMAP-2002-0009, ,2004-07-06T00:00:00.000Z,PDH4  1993,2012-04-16T00:00:00.000Z,PDH4,12057.7772307164,7226741.55756933, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
443,PDH4,1993 R,,ZMAP-2002-0023, ,2004-10-05T00:00:00.000Z,PDH4  1993,2012-04-16T00:00:00.000Z,PDH4,4217.18417755225,976708.607738176, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
444,PDH4,1993 R,,ZMAP-1994-0017, ,1995-11-19T00:00:00.000Z,PDH4  1993,2012-04-16T00:00:00.000Z,PDH4,20548.0406018963,18166825.0676684, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
445,PDH4,1993 R,,ZMAP-2003-0009, ,2004-10-19T00:00:00.000Z,PDH4  1993,2012-04-16T00:00:00.000Z,PDH4,6625.160402245,2012037.27877216, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
446,PDH4,1993 R,,ZMAP-2003-0004, ,2004-11-16T00:00:00.000Z,PDH4  1993,2012-04-16T00:00:00.000Z,PDH4,6633.82105813411,2299844.78492907, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
447,PDH4,1993 R,,ZMAP-2001-0010, ,2004-05-18T00:00:00.000Z,PDH4  1993,2012-04-16T00:00:00.000Z,PDH4,23265.5786848321,8532235.81777409, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
448,PDH4,1993 R,,ZMAP-2003-0012, ,2005-06-21T00:00:00.000Z,PDH4  1993,2012-04-16T00:00:00.000Z,PDH4,8920.64944931394,2730117.94282724, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
449,PDH4,1993 R,,ZMAP-2003-0002, ,2004-06-01T00:00:00.000Z,PDH4  1993,2012-04-16T00:00:00.000Z,PDH4,4994.67371371978,1498555.85925725, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
450,PDH4,1993 R,,ZMAP-2004-0008, ,2005-07-12T00:00:00.000Z,PDH4  1993,2012-04-16T00:00:00.000Z,PDH4,4492.49628228385,974194.497100082, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
451,PDH4,1993 R,,ZMAP-2004-0018, ,2005-12-13T00:00:00.000Z,PDH4  1993,2012-04-16T00:00:00.000Z,PDH4,3935.2432859164,579801.200256939, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
452,PDH4,1993 R,,ZMAP-2002-0003,,2005-10-11T00:00:00.000Z,PDH4  1993,2012-04-16T00:00:00.000Z,PDH4,9785.59058516532,5369033.19815602, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
453,PDH4,1993 R,,ZMAP-2004-0013,,2005-11-15T00:00:00.000Z,PDH4  1993,2012-04-16T00:00:00.000Z,PDH4,6417.26889434704,2530151.18791364, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
454,PDH4,1993 R,,ZMAP-2004-0004,,2005-11-09T00:00:00.000Z,PDH4  1993,2012-04-16T00:00:00.000Z,PDH4,8065.04700206614,2662675.51594562, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
455,PDH4,1993 R,,ZMAP-2005-0006, ,2006-04-18T00:00:00.000Z,PDH4  1993,2012-04-16T00:00:00.000Z,PDH4,1393.77220262591,108454.886787899, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
456,PDH4,1993 R,,ZMAP-2001-0004, ,2003-05-05T00:00:00.000Z,PDH4  1993,2012-04-16T00:00:00.000Z,PDH4,12538.5802982764,5252102.61903398, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
457,PDH4,1993 R,,ZMAP-2004-0019,,2006-10-17T00:00:00.000Z,PDH4  1993,2012-04-16T00:00:00.000Z,PDH4,3488.30698843542,648689.898412134, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
458,PDH4,1993 R,NV,ZMAP-1993-0005,Z2000-0048,1995-11-16T00:00:00.000Z,PDH4  1993,2019-01-17T00:00:00.000Z,PDH4,83498.6412498185,92882792.270345, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
459,PDH4,1993 R,,ZMAP-2002-0013,,2005-12-06T00:00:00.000Z,PDH4  1993,2012-04-16T00:00:00.000Z,PDH4,10565.0077763981,4693805.19084671, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
460,PDH4,1993 R,,ZMAP-2006-0011,176,2010-05-04T00:00:00.000Z,PDH4  1993,2012-04-16T00:00:00.000Z,PDH4,4512.68699305483,690898.26122626, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
461,PDH4,1993 R,,ZMAP-2005-0019,181,2011-02-15T00:00:00.000Z,PDH4  1993,2012-04-16T00:00:00.000Z,PDH4,4264.24575815246,910682.735569496, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
462,PDH4,1993 R,,ZMAP-1993-0002,184,1994-08-03T00:00:00.000Z,PDH4  1993,2012-04-16T00:00:00.000Z,PDH4,8906.61848006941,3980871.9068329, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
463,PDH4,1993 R,NV,ZMAP-1998-0001, ,1999-02-17T00:00:00.000Z,PDH4  1993,2012-04-16T00:00:00.000Z,PDH4,2.78440894180703,0.0251904984438121, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
464,PDH4,1993 R,NV,ZMAP-1984-0007, ,1985-12-02T00:00:00.000Z,PDH4  1993,2012-04-16T00:00:00.000Z,PDH4,1865.76542726358,23690.9439323514, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
465,PDH4,1993 R,,ZMAP-1995-0014,Z2000-0059,1997-07-02T00:00:00.000Z,PDH4  1993,2012-04-16T00:00:00.000Z,PDH4,23926.7234199719,17857433.6517879, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
466,PDH4,1993 R,,ZMAP-1985-0015, ,1986-11-03T00:00:00.000Z,PDH4  1993,2018-02-15T00:00:00.000Z,PDH4,48291.6264689387,57429448.1704989, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
467,PDH4,1993 R,,ZMAP-1991-0005, ,1993-03-03T00:00:00.000Z,PDH4  1993,2012-04-16T00:00:00.000Z,PDH4,80336.3139090156,76959636.9163028, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
468,PDH4,1993 R,,ZMAP-1986-0051, ,1987-03-16T00:00:00.000Z,PDH4  1993,2012-04-16T00:00:00.000Z,PDH4,46453.3106136885,51416993.2854872, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
469,PDH4,1993 R,NV,ZMAP-2012-0020,,2014-07-16T00:00:00.000Z,PDH4   93R,2014-08-08T00:00:00.000Z,PDH4,5153.68626207227,1515305.14368273, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
470,PDH4,1993 R,NV,ZMAP-2012-0011,00009,2015-02-18T00:00:00.000Z,PDH4 R93,2015-12-03T00:00:00.000Z,PDH4,15374.9660782482,8646292.45737856, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
471,PDH4,1993 R,NV,ZMAP-2014-0003,00010,2015-12-16T00:00:00.000Z,93R PDH4,2015-12-29T00:00:00.000Z,PDH4,7601.82201383174,2125230.18565049, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
472,PDH4,1993 R,NV,ZMAP-2016-0001,NO VALUE,2018-03-22T00:00:00.000Z,PDH4 93R,2018-03-26T00:00:00.000Z,PDH4,5119.66616151892,885325.805325678, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
473,PDH4,1993 R,,ZMAP-1996-0003, ,1998-04-15T00:00:00.000Z,PDH4  1993,2018-05-02T00:00:00.000Z,PDH4,28043.1955811111,23334718.069879, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
474,PDH6,1993 R,,ZMAP-1994-0012, ,1996-03-20T00:00:00.000Z,PDH6  1993,2012-04-16T00:00:00.000Z,PDH6,10993.7385845145,5179004.95888869, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
475,PDH6,1972,,ZMAP-1975-0236,2015_0009,1900-01-01T00:00:00.000Z,PDH6  1972,2015-03-12T00:00:00.000Z,PDH6,8818.08421948767,3091474.43290422, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
476,PDH6,1993 R,,ZMAP-1988-0046,Z2000-0034,1989-11-06T00:00:00.000Z,PDH6  1993,2012-04-16T00:00:00.000Z,PDH6,1786.11696740358,144979.337812131, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
477,PDH6,1993 R,,ZMAP-1988-0039,Z2000-0023,1989-11-21T00:00:00.000Z,PDH6  1993,2012-04-16T00:00:00.000Z,PDH6,3137.10668653588,471491.68064533, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
478,PDH6,1993 R,28,ZMAP-1988-0008, ,1990-07-03T00:00:00.000Z,PDH6  1993,2012-04-16T00:00:00.000Z,PDH6,5887.83456852399,750623.258514235, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
479,PDH6,1993 R,,ZMAP-2002-0022, ,2005-10-18T00:00:00.000Z,PDH6  1993,2012-04-16T00:00:00.000Z,PDH6,7381.82002552855,2586486.47365356, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
480,PDH6,1993 R,28,ZMAP-1993-0003, ,1994-12-21T00:00:00.000Z,PDH6  1993,2012-04-16T00:00:00.000Z,PDH6,9462.70759182231,3448608.68685822, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
481,PDH6,1993 R,,ZMAP-2003-0006, ,2005-02-15T00:00:00.000Z,PDH6  1993,2012-04-16T00:00:00.000Z,PDH6,1363.89176475815,183.985139077501, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
482,PDH6,1993 R,,ZMAP-2003-0006, ,2005-02-15T00:00:00.000Z,PDH6  1993,2012-04-16T00:00:00.000Z,PDH6,7207.63793323954,1273921.07682572, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
483,PDH6,1993 R,,ZMAP-2003-0006, ,2005-02-15T00:00:00.000Z,PDH6  1993,2012-04-16T00:00:00.000Z,PDH6,271.823448101138,31.0491839308705, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
484,PDH6,1993 R,,ZMAP-2005-0023,104,2007-05-15T00:00:00.000Z,PDH6  1993,2012-04-16T00:00:00.000Z,PDH6,6915.07287740261,2765679.20159331, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
485,PDH6,1993 R,28,ZMAP-2005-0038,123,2007-12-18T00:00:00.000Z,PDH6  1993,2012-04-16T00:00:00.000Z,PDH6,4922.87806269781,1090582.89902311, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
486,PDH6,1993 R,NONE,ZMAP-2011-0004, ,2013-01-16T00:00:00.000Z,PDH6  93 R,2013-12-26T00:00:00.000Z,PDH6,3841.96015702168,651007.201548177, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
487,PDH6,1993 R,NV,ZMAP-2005-0008,NO VALUE,2007-01-16T00:00:00.000Z,PDH6  1993,2015-02-06T00:00:00.000Z,PDH6,15962.2403245231,5969000.30761462, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
488,PDH6,1993 R,NV,ZMAP-2013-0005,00022,2015-05-20T00:00:00.000Z,PDH6 R93,2016-09-30T00:00:00.000Z,PDH6,5976.56922793439,1236285.40060399, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
489,PDIP,1993 R,28,ZRTD-2014-0001,,2014-09-10T00:00:00.000Z,PDIP  93R,2015-10-08T00:00:00.000Z,PDIP,3250.41163904765,627710.220390404, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
490,PDIP,1972,28, , ,1900-01-01T00:00:00.000Z,PDIP  1972,1900-01-01T00:00:00.000Z,PDIP,1713.41214022773,174285.179256341, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
491,PDIP,1993,28, , ,1900-01-01T00:00:00.000Z,PDIP  1993,2015-05-28T00:00:00.000Z,PDIP,30317.2415349429,5639758.03458051, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
492,PDIP,1972,28, ,Z2000-0043,1900-01-01T00:00:00.000Z,PDIP  1972,1900-01-01T00:00:00.000Z,PDIP,1753.22399190972,117861.371235025, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
493,PDIP,1972,28,ZMAP-1986-0002, ,1986-09-15T00:00:00.000Z,PDIP  1972,1900-01-01T00:00:00.000Z,PDIP,941.157916348219,28262.108549528, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
494,PDIP,1972,28,ZMAP-1988-0023, ,1989-05-01T00:00:00.000Z,PDIP  1972,1900-01-01T00:00:00.000Z,PDIP,1012.0892039613,47582.4325876052, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
495,PDIP,1972,28, , ,1900-01-01T00:00:00.000Z,PDIP  1972,1900-01-01T00:00:00.000Z,PDIP,7650.45698931911,2474780.49496555, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
496,PDIP,1972,28, , ,1900-01-01T00:00:00.000Z,PDIP  1972,1900-01-01T00:00:00.000Z,PDIP,1907.28282787909,213494.913270238, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
497,PDIP,1993,28, , ,1900-01-01T00:00:00.000Z,PDIP  1993,2007-07-05T00:00:00.000Z,PDIP,12676.9906479971,938962.471103881, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
498,PDIP,1993 R,NV,ZMAP-2008-0002, ,2008-09-08T00:00:00.000Z,PDIP  1993,2012-04-16T00:00:00.000Z,PDIP,7776.30568928894,1822828.68127379, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
499,PDIP,1993 R,NV,ZMAP-1984-0007, ,1985-12-02T00:00:00.000Z,PDIP  1993,2012-04-16T00:00:00.000Z,PDIP,9993.24947655801,3288615.5002271, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
500,PDIP,1993 R,28,ZRTD-2011-0014, ,2013-05-08T00:00:00.000Z,PDIP  93 R,2013-12-26T00:00:00.000Z,PDIP,1104.40716796047,23378.4909941571, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
501,PDIP,1993 R,,ZMAP-1994-0012, ,1996-03-20T00:00:00.000Z,PDIP  1993,2012-04-16T00:00:00.000Z,PDIP,15040.9608769518,5320120.7508948, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
502,PDIP,1993 R,,ZMAP-1994-0012, ,1996-03-20T00:00:00.000Z,PDIP  1993,2012-04-16T00:00:00.000Z,PDIP,1438.30077821122,108465.295713076, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
503,PDIP,1972,NV, , ,1900-01-01T00:00:00.000Z,PDIP  1972,1900-01-01T00:00:00.000Z,PDIP,10930.7009140905,740522.385569148, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
504,PDIP,1993 R,, , ,1900-01-01T00:00:00.000Z,PDIP  1993,2012-04-16T00:00:00.000Z,PDIP,1581.68773851095,36845.741937232, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
505,PDIP,1972,28,ZMAP-1984-0008, ,1985-01-22T00:00:00.000Z,PDIP  1972,1900-01-01T00:00:00.000Z,PDIP,4691.42171013448,1235717.88382123, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
506,PDIP,1993 R,28,ZMAP-2004-0003, ,2004-06-08T00:00:00.000Z,PDIP  1993,2012-04-16T00:00:00.000Z,PDIP,2375.34684018677,311207.562775182, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
507,PDIP,1972,28, , ,1900-01-01T00:00:00.000Z,PDIP  1972,1900-01-01T00:00:00.000Z,PDIP,16071.782157169,5796009.02431329, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
508,PDIP,1993 R,28, , ,1900-01-01T00:00:00.000Z,PDIP  1993,2012-04-16T00:00:00.000Z,PDIP,986.240751320776,61159.7169943171, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
509,PDIP,1993 R,NV,ZMAP-1988-0027, ,1990-02-20T00:00:00.000Z,PDIP  1993,2019-01-22T00:00:00.000Z,PDIP,15430.7261661439,11957632.7088531, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
510,PDIP,1993,28, , ,1900-01-01T00:00:00.000Z,PDIP  1993,1900-01-01T00:00:00.000Z,PDIP,974.922786414312,45503.3754513633, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
511,PDIP,1972,28, , ,1900-01-01T00:00:00.000Z,PDIP  1972,1900-01-01T00:00:00.000Z,PDIP,5430.03097719083,685926.190194016, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
512,PDIP,1993,NV,ZMAP-1986-0035, ,1987-05-16T00:00:00.000Z,PDIP  1993,2019-01-22T00:00:00.000Z,PDIP,825.927223376782,9764.53651158145, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
513,PDIP,1993 R,NV, , ,1900-01-01T00:00:00.000Z,PDIP  1993,2012-04-16T00:00:00.000Z,PDIP,16982.9414719901,4963936.88939252, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
514,PDIP,1972,NV,, ,1900-01-01T00:00:00.000Z,PDIP  1972,2017-09-14T00:00:00.000Z,PDIP,41069.5853056567,15466320.766365, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
515,PDIP,1993,NV, , ,1900-01-01T00:00:00.000Z,PDIP  1993,1900-01-01T00:00:00.000Z,PDIP,40.0265157374756,13.983352044994, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
516,PDIP,1993,28, , ,1900-01-01T00:00:00.000Z,PDIP  1993,1900-01-01T00:00:00.000Z,PDIP,2374.84406348799,313244.410424648, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
517,PDIP,1993,28, , ,1900-01-01T00:00:00.000Z,PDIP  1993,1900-01-01T00:00:00.000Z,PDIP,3003.68617848229,549605.619292921, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
518,PDIP,1993 R,NV,ZRTD-2011-0007,,2012-07-17T00:00:00.000Z,PDIP  93 R,2012-04-16T00:00:00.000Z,PDIP,6535.28406391161,2038712.06414847, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
519,PDIP,1972,28, , ,1900-01-01T00:00:00.000Z,PDIP  1972,1900-01-01T00:00:00.000Z,PDIP,2146.40374928298,208498.185374689, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
520,PDIP,1993,28, ,Z2000-0054,1900-01-01T00:00:00.000Z,PDIP  1993,1900-01-01T00:00:00.000Z,PDIP,1495.94680021808,138668.327456339, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
521,PDIP,1993,NV, , ,1900-01-01T00:00:00.000Z,PDIP  1993,1900-01-01T00:00:00.000Z,PDIP,5371.08218192105,948738.007421741, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
522,PDIP,1993 R,, , ,1900-01-01T00:00:00.000Z,PDIP  1993,2012-04-16T00:00:00.000Z,PDIP,388.317285393398,1226.47102504343, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
523,PDIP,1972,28,ZMAP-1986-0024, ,1987-07-20T00:00:00.000Z,PDIP  1972,2009-01-06T00:00:00.000Z,PDIP,3805.97201777127,186992.703949604, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
524,PDIP,1993 R,28,ZMAP-2004-0015, ,2005-04-05T00:00:00.000Z,PDIP  1993,2012-04-16T00:00:00.000Z,PDIP,2216.19890735563,302606.249260666, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
525,PDIP,1993,28, , ,1900-01-01T00:00:00.000Z,PDIP  1993,1900-01-01T00:00:00.000Z,PDIP,7275.30368870614,1257876.63124932, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
526,PDIP,1972,28, , ,1900-01-01T00:00:00.000Z,PDIP  1972,1900-01-01T00:00:00.000Z,PDIP,1439.0110164636,102144.941606134, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
527,PDIP,1993 R,,ZMAP-1989-0038,Z2000-0039,1991-07-02T00:00:00.000Z,PDIP  1993,2012-04-16T00:00:00.000Z,PDIP,2819.76782619251,443653.949783519, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
